lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Olivia Jackson","Open Women's +87kg",89.8,0,0,54,54,0,0,67,67,121
"Anne Hoang","Open Women's 59kg",56.8,0,0,53,53,0,0,64,64,117
"Andrea Vargas","Open Women's 64kg",63.9,0,0,48,48,0,0,67,67,115
"Landra Woolley","Open Women's 64kg",62.7,0,0,50,50,0,0,60,60,110
"ELIZABETH HALPIN","Open Women's 76kg",75.3,0,0,49,49,0,0,59,59,108
"Jenna Josephson","Open Women's 76kg",74.6,0,0,52,52,0,0,55,55,107
"Vincent Michel","Open Men's 73kg",70.6,0,0,50,50,0,0,55,55,105
"Cassie Gray","Open Women's 64kg",63.1,0,0,45,45,0,0,55,55,100
"Abbigail Solis","Open Women's 64kg",63.7,0,0,38,38,0,0,55,55,93
"Juliette DeMaio","Open Women's 71kg",64.8,0,0,31,31,0,0,54,54,85
"Brenna Woolley","Open Women's 64kg",63.1,0,0,35,35,0,0,50,50,85
"Emily Zoorob","Open Women's 76kg",72.2,0,0,34,34,0,0,45,45,79
"Melody Rodriguez","Open Women's 64kg",62.1,0,0,32,32,0,0,44,44,76
"Summer Kelly","Open Women's 81kg",78.4,0,0,35,35,0,0,40,40,75
"Piper Bookout","Women's 13 Under Age Group 40kg",39.9,0,0,28,28,0,0,41,41,69
"Pey-Jing Mehrinfar","Open Women's 71kg",68.1,0,0,26,26,0,0,38,38,64
"John Leavitt","Open Men's 89kg",88.1,0,0,-80,0,0,0,100,100,0
"Anthony DeCristofaro","Open Men's 102kg",98.6,-140,-140,140,140,175,180,-185,180,320
"Karston Spradley","Open Men's +109kg",146.1,145,-150,-155,145,175,-180,-181,175,320
"Cameron Brown","Open Men's 96kg",94.5,130,135,140,140,163,-169,173,173,313
"Andrew Pupo","Open Men's +109kg",134.9,120,126,-131,126,167,172,-177,172,298
"Morgan Rummel","Open Men's 73kg",72.6,117,121,-126,121,149,-156,-156,149,270
"Joshua Gonet","Open Men's 96kg",93.9,110,114,118,118,145,150,-155,150,268
"Kevin Mcelroy","Open Men's +109kg",121.2,105,108,111,111,140,145,-150,145,256
"Andrew Slezak","Open Men's 102kg",101.8,103,106,-109,106,135,140,145,145,251
"JACOB MARSHALL","Men's Masters (35-39) 96kg",91.6,95,100,104,104,135,140,145,145,249
"gabe chhum","Junior Men's 61kg",60.2,100,105,110,110,130,135,-140,135,245
"Ethan Merrow","Open Men's 102kg",97.4,95,99,-102,99,128,-133,-137,128,227
"Matt Thompson","Open Men's 96kg",95.6,95,100,-103,100,-118,118,122,122,222
"Raphael Abellon","Open Men's 89kg",87.8,88,91,94,94,115,120,-130,120,214
"Eli Meads","Junior Men's 73kg",70.95,88,91,94,94,110,115,-120,115,209
"Blain McFarland","Junior Men's 73kg",72.85,81,84,-90,84,115,120,123,123,207
"Emoi Petersen","Open Men's 89kg",86,87,-91,92,92,111,-114,115,115,207
"Riley Brown","Open Men's 81kg",79,75,-81,81,81,111,-118,122,122,203
"Jesse Brown","Open Men's 89kg",88,79,86,-91,86,105,114,-120,114,200
"Avery Paugh","Open Men's 96kg",89.75,-84,84,86,86,107,111,114,114,200
"Conner Engle","Junior Men's 109kg",107.8,83,-87,-87,83,-110,112,-121,112,195
"Benjamin Engelbracht","Open Men's 73kg",71.85,80,-85,85,85,100,105,110,110,195
"Emily Brown","Open Women's 76kg",72.6,83,86,-89,86,103,106,-108,106,192
"Gregory Sweat","Open Men's 96kg",94.05,83,-86,86,86,103,-108,-110,103,189
"Ant Oxley","Men's Masters (35-39) 89kg",87.75,-78,78,-80,78,107,-110,-110,107,185
"Shane Catlett","Open Men's 89kg",88.3,77,-82,85,85,95,100,-107,100,185
"David Boswell","Open Men's 81kg",80.4,-84,-84,84,84,-100,100,-105,100,184
"Seth Barlow","Open Men's 67kg",65.45,72,75,-78,75,95,103,107,107,182
"Nolan Daniel","Men's 16-17 Age Group 73kg",72.3,70,75,-80,75,80,100,106,106,181
"Jack Galanek","Open Men's 96kg",89.95,77,-80,80,80,95,100,-104,100,180
"Charles Hwang","Junior Men's 73kg",71.3,77,82,-84,82,93,97,-100,97,179
"Jacob Abney","Junior Men's 89kg",87.65,73,76,-80,76,95,98,102,102,178
"Henry Iraheta","Open Men's 67kg",66.4,69,73,-76,73,98,101,105,105,178
"Sarah Arnett","Women's Masters (35-39) 71kg",70.65,74,78,-82,78,94,98,-101,98,176
"Carly Brown","Open Women's 71kg",70.9,70,73,75,75,90,93,96,96,171
"Brynn Kurlan","Open Women's 59kg",58.8,70,-72,-72,70,98,-101,101,101,171
"Christina Hampton","Open Women's 59kg",58.65,75,78,-80,78,91,-95,-95,91,169
"Ana Kelly","Open Women's 64kg",62.2,70,73,-75,73,90,93,95,95,168
"David Evans","Men's 16-17 Age Group 67kg",66.6,70,73,75,75,87,90,93,93,168
"Grant Green","Open Men's 81kg",74.6,75,-80,81,81,80,87,-91,87,168
"Christopher Hippenmeyer","Open Men's 67kg",65.1,70,73,-76,73,90,95,-97,95,168
"Terrence Roland","Men's Masters (40-44) 89kg",87,70,-75,75,75,87,92,-100,92,167
"James Lengyel","Open Men's +109kg",127.65,61,70,80,80,70,80,86,86,166
"Owen Jones","Men's 16-17 Age Group 73kg",72.3,70,73,75,75,80,90,-94,90,165
"Michael Vo","Open Men's 89kg",83,70,-73,-75,70,90,95,-100,95,165
"Ronald Legg","Men's Masters (60-64) +109kg",129.5,62,65,-68,65,90,93,96,96,161
"Ryen Rae","Open Women's 71kg",68.65,65,68,70,70,85,88,90,90,160
"Connor Hwang","Men's 16-17 Age Group 67kg",65.4,65,70,75,75,85,-91,-93,85,160
"Brittany Steward","Open Women's 64kg",60.6,70,-73,-74,70,80,84,-88,84,154
"Gunner Griffin","Men's 14-15 Age Group 67kg",62.4,67,71,-75,71,80,83,-86,83,154
"Victoria Sam","Open Women's 76kg",73.75,63,65,-67,65,85,87,88,88,153
"Jeffrey Chan","Open Men's 73kg",69.7,-61,61,64,64,85,89,-92,89,153
"Jane Miller","Junior Women's 76kg",73.9,62,64,66,66,79,82,85,85,151
"Alexis Turner","Open Women's 55kg",52.25,68,71,-74,71,75,79,-84,79,150
"Caroline Gregg","Open Women's 55kg",54.7,61,64,-67,64,85,-88,-88,85,149
"Cameron Barden","Women's Masters (35-39) 59kg",58.95,59,62,65,65,78,81,84,84,149
"Christina Brockington","Women's Masters (35-39) +87kg",141.35,-58,58,-61,58,80,85,-90,85,143
"Ashley Campbell","Women's Masters (40-44) +87kg",89.85,58,61,-65,61,74,79,82,82,143
"Stephanie Kennedy","Open Women's 55kg",52.65,-62,62,-65,62,80,-84,-84,80,142
"Justin Joiner","Men's Masters (40-44) 89kg",88.3,50,58,-60,58,78,80,84,84,142
"Haley Craig","Open Women's 71kg",64.5,53,56,-60,56,72,76,79,79,135
"Tonya Bennett","Women's Masters (40-44) +87kg",113.85,55,59,-62,59,70,75,-80,75,134
"Rebekah Horn","Women's Masters (35-39) 71kg",69.5,55,57,60,60,70,73,-75,73,133
"David DeGroot","Men's Masters (50-54) 102kg",101.1,52,56,-60,56,69,73,-77,73,129
"Yasmine Gaskin","Junior Women's 71kg",70.7,47,50,53,53,65,70,73,73,126
"Morgan King Ray","Open Women's 64kg",62.35,50,-52,53,53,67,69,72,72,125
"Anne Core","Open Women's 71kg",66.7,50,53,55,55,61,65,68,68,123
"Talya DeMarco","Women's 16-17 Age Group 59kg",57.65,53,54,55,55,-67,67,-69,67,122
"Natalie McNeely","Open Women's 71kg",70.1,50,-53,53,53,6,65,69,69,122
"Sharon Derr","Women's Masters (40-44) 76kg",72,52,-55,-56,52,62,66,70,70,122
"Ava Woolery","Women's 16-17 Age Group 64kg",61.85,45,48,50,50,60,65,70,70,120
"Abigail Prichard","Women's 13 Under Age Group 59kg",55.6,45,49,53,53,58,62,65,65,118
"Chloe Merritt","Women's 16-17 Age Group 64kg",61.95,50,53,-56,53,61,65,-69,65,118
"Nicole Willis","Open Women's 81kg",76.95,45,48,50,50,62,65,68,68,118
"Emerson McQuin","Women's 14-15 Age Group 64kg",64,49,52,-58,52,57,61,65,65,117
"Elizabeth Sanders","Open Women's +87kg",98.4,49,-52,-52,49,62,68,-75,68,117
"Jacqualyn  Yorrick","Junior Women's 81kg",80.2,45,-48,48,48,65,68,-71,68,116
"Angele Bruce","Open Women's 76kg",75.45,44,47,50,50,58,62,66,66,116
"Melissa Rubio","Junior Women's 64kg",62.95,42,-44,-45,42,65,67,69,69,111
"Madelyn  Koon","Junior Women's 64kg",61.8,40,43,46,46,57,60,63,63,109
"Jaedyn Orton","Women's 14-15 Age Group 45kg",40.7,44,47,-50,47,54,57,60,60,107
"Christine  Davis","Open Women's +87kg",97.3,41,43,46,46,51,57,60,60,106
"Valerie Madera Garcia","Open Women's 87kg",83.45,40,43,-45,43,58,62,-65,62,105
"Molly Dorrance","Women's Masters (40-44) 64kg",62.7,40,43,45,45,58,-62,-65,58,103
"Heidi Siberon","Women's Masters (40-44) 64kg",59.7,38,-41,41,41,54,58,61,61,102
"Leslie Willeford","Open Women's 64kg",62.35,-39,41,-45,41,52,57,-61,57,98
"Jasmine Orr","Open Women's 76kg",75.8,40,-42,-42,40,57,-59,-60,57,97
"Renee Michelle Burnette","Women's Masters (40-44) 76kg",75.7,38,41,-43,41,50,53,56,56,97
"Andi Roberts","Women's 14-15 Age Group 64kg",61.95,-37,37,40,40,49,52,56,56,96
"Campbell Nix","Women's 14-15 Age Group 71kg",68.35,37,-40,-42,37,47,52,56,56,93
"Casey Bates","Junior Women's 49kg",48.15,-40,40,43,43,45,50,-55,50,93
"Ashley West","Women's Masters (35-39) 64kg",60.95,34,-37,37,37,45,-49,49,49,86
"Michelle Chu","Women's Masters (35-39) 64kg",61.05,35,37,39,39,43,46,-50,46,85
"Ellie Kichler","Women's 13 Under Age Group 59kg",57.9,27,30,-34,30,42,45,47,47,77
"Abby Key","Women's 14-15 Age Group 59kg",55.6,27,30,34,34,35,40,43,43,77
"Ansley Ebert","Women's 14-15 Age Group 45kg",42.2,-27,29,30,30,40,42,44,44,74
"Caitlin Kennedy","Open Women's 71kg",66.2,34,36,-41,36,34,36,-41,36,72
"Neil Fountain","Men's 13 Under Age Group 44kg",43.2,23,26,30,30,30,35,-38,35,65
"Kåre Burke","Women's 16-17 Age Group 71kg",65.8,17,20,23,23,30,33,36,36,59
"Rachel Edwards","Women's 14-15 Age Group 59kg",56.1,21,24,-26,24,30,33,-36,33,57
"Leila Ray","Women's 13 Under Age Group 55kg",49.4,18,20,-24,20,25,28,30,30,50
"Lois Crawford","Women's 13 Under Age Group 33kg",30.4,15,17,-20,17,21,-24,24,24,41
"Ava Gibson","Women's 13 Under Age Group 36kg",34.9,15,17,-18,17,21,22,23,23,40
"Eduardo Marquez","Men's 13 Under Age Group 36kg",34.9,8,10,12,12,13,15,17,17,29
"Candace  Sneed","Women's Masters (40-44) +87kg",91.15,45,48,-50,48,0,0,0,0,0
"Adrian Browne","Open Men's 96kg",93.6,107,114,118,118,-177,-181,-181,0,0
"Michael Pott","Open Men's +109kg",112.6,102,107,115,115,140,150,-155,150,265
"Clark Lawson","Junior Men's 81kg",81,-104,-106,106,106,-136,136,-143,136,242
"Luke  Carroll","Junior Men's 102kg",101.65,-104,106,110,110,-122,122,125,125,235
"Alex Lambert","Junior Men's 73kg",72.7,95,100,-104,100,-115,115,-118,115,215
"donald bargo","Open Men's 102kg",100.5,-80,82,90,90,-105,105,-110,105,195
"Courtney Adkins","Open Women's 87kg",81.35,63,-68,-68,63,85,-88,88,88,151
"Taylor Kennedy","Open Women's 87kg",83.45,-50,50,53,53,62,-68,70,70,123
"Carola Bell","Open Women's 76kg",75.65,38,42,45,45,50,54,57,57,102
"Gabriella Ocasio Borges","Junior Women's 71kg",66.5,35,39,43,43,50,54,57,57,100
"Adina Morvay","Women's 13 Under Age Group 36kg",34.8,10,12,13,13,12,14,17,17,30
"Jake Reitz","Open Men's 96kg",95,-121,-121,-121,0,-155,-156,156,156,0
"David Jorge","Open Men's +109kg",123.14,135,143,-150,143,165,175,-182,175,318
"Robert Damerjian","Open Men's 109kg",103.1,127,131,-135,131,165,171,178,178,309
"Samuel Allegretti","Open Men's +109kg",109.99,-129,130,137,137,-150,157,163,163,300
"Jabari Prince","Men's Masters (35-39) 96kg",93.64,-118,-118,118,118,148,152,-160,152,270
"Brandon Davis","Men's Masters (40-44) +109kg",118.47,-110,110,115,115,140,145,150,150,265
"Domenic Aversa","Men's Masters (35-39) 81kg",80.97,-110,110,115,115,140,-145,148,148,263
"Khalil Harrison","Open Men's 81kg",78.35,105,109,-112,109,134,-136,137,137,246
"Matthew Tung","Open Men's 96kg",94.82,90,95,100,100,115,123,130,130,230
"Sean Tsaur","Open Men's 73kg",72.16,84,-88,-88,84,105,108,113,113,197
"David Luk","Open Men's 73kg",69.4,85,-89,89,89,106,-109,-111,106,195
"Stanislav Babenko","Open Men's 81kg",76.13,-85,85,-90,85,-98,98,104,104,189
"Madeline Storms","Open Women's 71kg",65.95,80,85,-90,85,95,100,-103,100,185
"Robin Ruiz","Men's Masters (45-49) 81kg",79.1,67,71,75,75,90,95,101,101,176
"Chelsea Pietrzykowski","Open Women's 87kg",82.51,70,74,-78,74,90,94,98,98,172
"Matthew Ma","Junior Men's 89kg",88.32,65,70,76,76,80,85,95,95,171
"Teralyn Carter","Women's Masters (35-39) 64kg",63.8,-68,70,74,74,82,86,90,90,164
"Frank Escobar","Open Men's 89kg",87.58,66,69,-73,69,83,87,-91,87,156
"Gavin Dunkin","Junior Men's 73kg",72.94,55,60,65,65,80,85,90,90,155
"Tessandra Sage","Open Women's 76kg",72.01,-61,62,-65,62,83,87,91,91,153
"Nikole Such","Women's Masters (35-39) 55kg",54.6,60,-63,63,63,78,81,84,84,147
"Arthi Nithi","Open Women's 76kg",72.3,55,59,61,61,72,77,82,82,143
"Salvatore La Scala","Open Men's 89kg",84.32,55,60,-67,60,72,-77,80,80,140
"Rachel Garmon","Open Women's 64kg",62.27,55,58,-60,58,70,74,78,78,136
"Helen Filosa","Open Women's +87kg",167.02,50,54,57,57,72,76,-79,76,133
"Jamie Susino","Women's Masters (35-39) 55kg",54.02,50,53,56,56,65,69,72,72,128
"Julia Calandra","Open Women's 76kg",75.36,53,56,-60,56,63,67,70,70,126
"Jinyoung Kim","Open Men's 73kg",69.24,45,50,55,55,65,70,-75,70,125
"Michele Grelotti","Junior Women's +87kg",97.6,-55,-55,55,55,63,-67,70,70,125
"Raquel Barreto","Women's Masters (35-39) 76kg",75.02,49,52,54,54,55,58,61,61,115
"Christopher Schulze","Men's Masters (60-64) 73kg",72.35,45,48,51,51,55,63,-67,63,114
"Christina Ramirez","Women's Masters (35-39) 81kg",77.63,46,-49,49,49,61,64,-68,64,113
"Tina Mangold","Women's Masters (45-49) 71kg",66.44,41,44,47,47,61,64,-67,64,111
"Sherilyn Wilman-DePeña","Open Women's 76kg",75.98,44,-47,-47,44,60,64,-68,64,108
"Denise DAntonio","Women's Masters (40-44) 59kg",56.5,40,43,-46,43,60,-63,63,63,106
"Danielle Gaspar","Open Women's 59kg",55.96,44,-47,47,47,59,-60,-63,59,106
"Emma  Oscilowski","Junior Women's 64kg",60.53,41,-44,44,44,53,57,61,61,105
"Marcy Rose","Women's Masters (60-64) 64kg",62.11,40,43,45,45,48,51,-53,51,96
"Anna Hill","Women's Masters (40-44) 71kg",71,-33,35,-39,35,53,55,57,57,92
"Meaghan Donnelly","Women's Masters (40-44) 76kg",72.44,35,38,41,41,42,45,50,50,91
"Sabina  Bell","Women's 16-17 Age Group 64kg",63.38,-35,35,38,38,40,-44,46,46,84
"Joongbom Park","Open Men's 67kg",63.53,40,0,0,40,40,-95,-95,40,80
"Marianna Vydrevich","Open Women's 71kg",65.81,27,30,-33,30,40,-44,44,44,74
"Scarlet Ruiz","Women's 13 Under Age Group 45kg",44.43,20,22,24,24,24,26,28,28,52
"Ellis Ruiz","Men's 13 Under Age Group 32kg",31.68,13,14,-15,14,13,-15,17,17,31
"Eloi Ishya","Open Men's 102kg",101.2,136,136,136,136,170,170,170,170,306
"Tyler Johnson","Open Men's +109kg",165,130,135,135,135,160,166,166,166,301
"Cory Carver","Open Men's +109kg",113.6,117,117,117,117,147,147,147,147,264
"Zach Brewer","Open Men's 102kg",101.2,110,110,110,110,140,140,140,140,250
"mario mikha","Open Men's 73kg",73,100,100,105,105,130,130,0,130,235
"Anthony Peralta","Open Men's 61kg",60.2,88,91,93,93,118,122,122,122,215
"roy scavone","Open Men's 81kg",80.6,97,97,97,97,115,115,115,115,212
"James Ellis","Men's Masters (35-39) 81kg",81,87,87,87,87,118,118,118,118,205
"Noah Richter","Open Men's 73kg",73,88,88,88,88,115,115,115,115,203
"Timothy Terrones","Open Men's 81kg",79.6,90,90,90,90,110,110,110,110,200
"Antonio Salazar","Open Men's 81kg",79.6,87,87,87,87,109,109,109,109,196
"Benjamin Busarow","Open Men's 81kg",79.8,88,88,88,88,107,107,107,107,195
"Clayton poe","Open Men's 102kg",97.2,75,75,75,75,110,110,110,110,185
"Matthew Sarantos","Open Men's 81kg",80.6,81,81,81,81,103,103,103,103,184
"Angela Gallegos","Open Women's 59kg",58,70,70,70,70,101,101,101,101,171
"Brena Andrews","Open Women's 64kg",59.8,77,77,77,77,93,93,93,93,170
"Race Williams","Open Men's 102kg",96.6,68,68,68,68,98,98,98,98,166
"Jimmy Couvelis","Junior Men's 67kg",63.6,72,72,72,72,88,88,88,88,160
"Jordan Gunning","Open Women's 81kg",80.4,70,70,70,70,90,90,90,90,160
"Tyler Melton","Open Men's 89kg",85.6,61,61,61,61,81,81,81,81,142
"Ashley Helton","Open Women's 71kg",70.8,62,62,62,62,72,72,72,72,134
"Gabriella Schwedt","Open Women's 71kg",70.6,48,51,54,54,70,73,76,76,130
"Richard Sias","Open Men's 73kg",71.2,51,51,51,51,74,74,74,74,125
"Joaquin Grau","Open Men's 67kg",65,60,60,60,60,65,65,65,65,125
"Kathy Nunez","Open Women's 71kg",71,56,56,56,56,69,69,69,69,125
"Nicole Sohn","Open Women's +87kg",105.6,52,52,52,52,70,70,70,70,122
"Mackenzie Roberts","Open Women's +87kg",99.4,50,50,50,50,65,65,65,65,115
"Yuet-Ming Chan","Open Women's 71kg",70.8,48,48,48,48,63,63,63,63,111
"Briana Lightfoot","Open Women's 71kg",69.8,50,50,50,50,60,60,60,60,110
"Kailie Szewczyk","Open Women's 64kg",63.6,45,45,45,45,57,57,57,57,102
"Regina Chavez","Open Women's +87kg",94.8,40,40,40,40,61,61,61,61,101
"Janelle Campbell","Open Women's +87kg",123.8,41,41,41,41,60,60,60,60,101
"Olivia Lyne","Open Women's 45kg",43,42,42,42,42,53,53,53,53,95
"Ali Greaber","Open Women's 59kg",58.6,39,39,39,39,53,53,53,53,92
"Emily Zavala","Open Women's 64kg",59.4,40,40,40,40,50,50,50,50,90
"Emily Sargent","Open Women's 64kg",64,37,37,37,37,51,51,51,51,88
"Lenore Grijalva","Open Women's 87kg",84.8,35,35,35,35,48,48,48,48,83
"Beth DiFelice","Open Women's 55kg",53.6,36,36,36,36,45,45,45,45,81
"Morgan Huppenthal","Open Women's 64kg",64,75,75,75,75,0,0,0,0,0
"Ryland BRATON","Junior Men's 109kg",109,80,85,90,90,110,118,-125,118,208
"Mason Haugland","Junior Men's 81kg",81,82,87,91,91,108,112,-116,112,203
"Brayden Sjoblom","Junior Men's 102kg",102,-80,80,90,90,102,107,112,112,202
"Jack Stamm","Junior Men's 102kg",102,82,86,-90,86,105,-110,115,115,201
"Jeremiah  Rudolph","Junior Men's 89kg",89,75,-79,79,79,90,100,107,107,186
"Othmaan Rajab","Men's 16-17 Age Group +102kg",120,65,68,71,71,88,93,100,100,171
"Tate Linn","Junior Men's 96kg",96,65,69,73,73,88,92,96,96,169
"Christopher Andrade","Junior Men's +109kg",134,64,68,71,71,84,89,94,94,165
"Deven Gronwold","Men's 16-17 Age Group 73kg",73,62,66,70,70,84,90,-96,90,160
"Dominic Littleghost","Men's 16-17 Age Group +102kg",105,60,64,68,68,83,87,91,91,159
"Evan Thomas","Men's 16-17 Age Group +102kg",107,59,62,64,64,88,92,95,95,159
"Cody Karsky","Junior Men's +109kg",120,63,67,70,70,80,85,-88,85,155
"Domingo Mueller","Junior Men's 61kg",61,61,65,-68,65,-78,-82,83,83,148
"jaydn rieber","Junior Men's 109kg",107,53,57,61,61,83,86,-90,86,147
"Jack Green","Men's 14-15 Age Group 81kg",81,57,61,65,65,75,-80,80,80,145
"Ruth Harris","Junior Women's 64kg",64,57,60,62,62,76,78,81,81,143
"Riley Gooselaw","Men's 16-17 Age Group 73kg",73,57,-62,62,62,75,80,-85,80,142
"Brian Neuman","Junior Men's 55kg",55,55,58,-59,58,65,70,80,80,138
"Mckenzie Baker","Women's 16-17 Age Group 71kg",71,54,-57,60,60,70,75,-80,75,135
"Osama Allawi","Junior Men's 61kg",61,60,63,-67,63,65,70,-75,70,133
"Rubie Dobbins","Junior Women's 71kg",71,-57,57,-59,57,66,69,72,72,129
"Brooklynn Johnson","Junior Women's +87kg",92,49,53,-57,53,70,75,-80,75,128
"Emily Green","Women's 16-17 Age Group 59kg",59,52,55,-57,55,66,69,-72,69,124
"Nevaeh Kellerman","Women's 16-17 Age Group 81kg",81,50,53,56,56,64,68,-70,68,124
"Andy Arntson","Men's 14-15 Age Group 81kg",81,44,48,-51,48,62,67,70,70,118
"Lily Aakre","Junior Women's 55kg",55,48,-52,-54,48,67,-71,-73,67,115
"Chelsi Morical","Women's 14-15 Age Group 76kg",76,37,41,-44,41,57,61,67,67,108
"Madyn Parker","Junior Women's 49kg",49,42,45,-48,45,50,55,-59,55,100
"Fallon Lowell","Women's 16-17 Age Group 71kg",71,40,43,-45,43,55,-57,-57,55,98
"Lauren Stiven","Women's 14-15 Age Group +76kg",95,39,43,-47,43,49,55,-60,55,98
"Madison Olson","Women's 16-17 Age Group 59kg",59,34,37,40,40,47,49,51,51,91
"Toutou Axvig","Junior Women's +87kg",95,33,37,41,41,42,46,50,50,91
"Davide Giambellini","Junior Men's 73kg",73,-38,38,42,42,-46,-46,46,46,88
"Aveia Schoenberger","Women's 16-17 Age Group 55kg",54,34,38,40,40,43,46,-51,46,86
"Annabelle Houglum","Junior Women's +87kg",101,30,35,-43,35,45,50,-55,50,85
"Brooke Loreth","Women's 16-17 Age Group 64kg",64,32,-36,-36,32,38,43,50,50,82
"Aiden Stiven","Men's 13 Under Age Group +73kg",81,33,-36,37,37,37,41,45,45,82
"Avery Klabunde","Women's 16-17 Age Group 49kg",49,-30,30,-35,30,43,47,50,50,80
"Timothy Kligmann","Men's 13 Under Age Group 55kg",55,27,-30,-30,27,32,35,37,37,64
"Emma Mitchell","Women's 16-17 Age Group 64kg",64,25,-28,-29,25,-35,35,-38,35,60
"Tia Thomas","Women's 16-17 Age Group 55kg",55,22,26,-30,26,30,-34,34,34,60
"Julia Stanbrough","Women's 14-15 Age Group 71kg",71,20,23,-26,23,-30,30,33,33,56
"Macie Olson","Women's 13 Under Age Group 55kg",55,19,21,24,24,25,28,31,31,55
"Samuel Fife","Open Men's 89kg",87.9,105,110,113,113,145,150,155,155,268
"Alexander Erdelac","Junior Men's 89kg",88.1,102,107,110,110,130,135,140,140,250
"Phil Johnson","Open Men's 81kg",74.3,100,105,110,110,120,125,130,130,240
"Stephen Warner","Junior Men's 73kg",69.8,90,95,100,100,120,125,-130,125,225
"Logan Peek","Junior Men's 81kg",77.9,78,82,-86,82,-108,108,113,113,195
"Taiham Khan","Junior Men's 73kg",71.8,-80,80,82,82,105,-108,-108,105,187
"Garett Hayse","Junior Men's 109kg",105.8,65,70,-74,70,85,90,95,95,165
"Patricia Eliscupides","Junior Women's 64kg",64,63,67,70,70,75,80,0,80,150
"Brenden  Hoffert","Junior Men's 96kg",92.8,60,-65,-65,60,80,85,-90,85,145
"Ethan Abbott","Men's 16-17 Age Group 81kg",77.2,50,55,60,60,70,75,80,80,140
"Britton Sorci","Men's 16-17 Age Group 67kg",66.7,40,45,50,50,65,70,-75,70,120
"Addison Kiran","Junior Women's 55kg",53.8,42,47,50,50,55,60,65,65,115
"Martina Eliscupides","Women's 16-17 Age Group 45kg",44.7,37,42,45,45,55,60,-65,60,105
"Joshua Eliscupides","Men's 14-15 Age Group 55kg",54.3,-40,40,45,45,50,55,60,60,105
"Raibal Khan","Men's 14-15 Age Group 55kg",53.7,37,40,42,42,50,55,-57,55,97
"Taylor Owen","Women's 16-17 Age Group 64kg",59.7,30,35,37,37,50,55,-60,55,92
"Rylee Owen","Women's 16-17 Age Group 64kg",61,30,35,40,40,45,50,-55,50,90
"Jon Hausman","Men's Masters (35-39) 81kg",79.4,95,-102,-102,95,122,127,-135,127,222
"Gwen Chamberlin","Women's Masters (60-64) 87kg",86.35,-49,49,-51,49,66,-70,-70,66,115
"Elizabeth Barnett","Women's Masters (35-39) 76kg",72.3,-47,50,-53,50,62,-64,-65,62,112
"Carmen Llop Kassinger","Women's Masters (55-59) 59kg",57.2,35,39,-44,39,45,50,55,55,94
"Lisa Austin","Women's Masters (60-64) 59kg",56.6,31,33,-35,33,40,-43,43,43,76
"Robin Richardson","Women's Masters (60-64) 71kg",67.4,31,-33,-33,31,40,43,45,45,76
"Adrian Salazar","Open Men's 109kg",108,123,-128,-130,123,160,165,-170,165,288
"Ian Graham","Junior Men's +109kg",110.2,106,110,-113,110,133,-140,-141,133,243
"Jesse Sanborn","Open Men's 89kg",87,86,89,93,93,111,116,121,121,214
"Noah Branch","Open Men's 81kg",79.6,90,-94,94,94,110,115,-119,115,209
"Shayla Moore","Open Women's 59kg",58.7,-90,-90,90,90,110,114,-118,114,204
"Logan Thornton","Men's Masters (50-54) 102kg",100.5,75,80,90,90,93,98,103,103,193
"Brianna Chu","Open Women's 76kg",75.85,73,78,83,83,93,100,-105,100,183
"Tristan Moeller","Men's 16-17 Age Group 67kg",65.3,66,69,72,72,85,88,91,91,163
"Jamie Adams","Women's Masters (40-44) 76kg",75.15,-57,57,-61,57,75,80,-85,80,137
"Sierra Robbins-Dimler","Open Women's 64kg",63.25,-57,57,-60,57,75,78,-80,78,135
"Malory Medaglia","Open Women's 71kg",66.4,-55,55,-60,55,65,69,-72,69,124
"Victoria Bearden","Open Women's 64kg",63.15,47,52,55,55,62,-67,67,67,122
"Clara Dennis","Open Women's 71kg",70.55,55,-58,-58,55,-65,65,-68,65,120
"Kaelyn Ansley","Women's 13 Under Age Group 49kg",47.55,35,38,41,41,45,50,-53,50,91
"Scott Jacobs","Men's Masters (45-49) 102kg",101.6,60,65,70,70,105,-110,120,120,190
"Tyler Petkovic","Open Men's 96kg",90.3,60,67,71,71,-95,105,-110,105,176
"Stephen Carroll","Men's Masters (40-44) +109kg",117.8,75,78,-83,78,90,95,-100,95,173
"barry boegly","Men's Masters (60-64) 89kg",88.9,58,-61,63,63,76,80,83,83,146
"Niko Marinis","Open Men's 96kg",95.3,42,46,51,51,72,77,82,82,133
"Josh Henry","Open Men's +109kg",124.7,45,48,50,50,55,60,62,62,112
"Jennifer Bryan","Junior Women's 87kg",86,-42,43,46,46,57,60,-63,60,106
"Elle OBrien","Open Women's 64kg",63.3,-41,41,-43,41,56,59,-63,59,100
"Veronique Johnson","Women's Masters (40-44) +87kg",117.2,32,35,38,38,45,48,52,52,90
"Benedicte Duchen","Women's Masters (55-59) 59kg",58.8,28,31,35,35,40,42,45,45,80
"Lauren  Resch","Open Women's 87kg",85,32,34,-37,34,40,43,46,46,80
"Eileen Brown","Women's Masters (35-39) 71kg",70.6,48,-50,-50,48,-59,-63,-63,0,0
"Caitlin Rossi","Open Women's 81kg",80.9,-66,-67,-67,0,73,-75,0,73,0
