lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Mary Quigley","Women's Masters (35-39) 87kg",83.8,68,71,74,74,88,93,98,98,172
"Monique Montelongo","Open Women's 71kg",68.85,45,48,51,51,60,63,-65,63,114
"Alyxandra McClelland","Open Women's 81kg",76.8,43,45,48,48,57,60,-63,60,108
"Tiana Trejo","Open Women's 76kg",73.05,35,38,41,41,53,57,61,61,102
"Lauren Stoner","Open Women's 64kg",61.4,41,-43,-43,41,55,57,-62,57,98
"Kristen  Nelson","Women's Masters (35-39) 87kg",83.15,28,30,32,32,40,43,46,46,78
"Cory O'Connor","Open Men's 73kg",72.2,-108,-112,-112,0,-140,-141,-141,0,0
"Roman Alexander Paez","Men's 14-15 Age Group +89kg",105.4,-58,-58,-58,0,70,73,76,76,0
"Tyler Wagner","Open Men's 102kg",101.6,-110,110,-115,110,150,160,170,170,280
"Tyrel Haley","Open Men's 96kg",95.6,-105,105,-111,105,-150,-150,150,150,255
"Joseph Andrews","Open Men's +109kg",110.2,85,92,98,98,120,125,-128,125,223
"Austin Rhodes","Men's Masters (35-39) 96kg",92.8,79,82,-85,82,105,110,115,115,197
"Morgan Johnson","Open Women's 81kg",79.7,84,-89,89,89,98,102,105,105,194
"Mike Nissen","Men's Masters (35-39) 81kg",80.3,83,-86,-88,83,102,105,108,108,191
"Tyler Sanchez","Open Men's 89kg",85,77,79,82,82,85,90,93,93,175
"Jack Wilson","Men's 14-15 Age Group 89kg",83.7,66,70,73,73,92,96,-100,96,169
"Lasandra Wilson","Women's Masters (35-39) 71kg",70.7,70,-74,-77,70,78,-82,-86,78,148
"Jackson Carrigan","Men's 16-17 Age Group 73kg",67.2,54,56,58,58,75,80,-85,80,138
"Stacie Halverson","Women's Masters (45-49) 64kg",62.5,53,-57,57,57,64,69,-72,69,126
"Yung Ring","Women's Masters (45-49) 76kg",75.3,55,-58,-61,55,65,67,69,69,124
"Laura Martis","Women's Masters (35-39) 71kg",69.9,50,53,-55,53,63,-66,-68,63,116
"Casey  Anderson","Open Women's 87kg",84.3,40,45,51,51,59,63,-67,63,114
"Susan Teggatz","Women's Masters (50-54) +87kg",113.1,41,44,46,46,-56,56,58,58,104
"Geneva Rowe","Open Women's 81kg",78.7,40,42,44,44,53,55,57,57,101
"David Treat","Men's Masters (45-49) 109kg",108.1,37,39,41,41,48,50,53,53,94
"Emersyn Formanek","Women's 13 Under Age Group 40kg",38.7,32,33,35,35,43,46,48,48,83
"Addison Williams","Women's 14-15 Age Group 55kg",51.2,32,34,-36,34,46,49,-51,49,83
"Corbin Hager","Men's 13 Under Age Group 67kg",62.9,26,28,29,29,36,38,40,40,69
"Ares Fallquist","Men's 13 Under Age Group 36kg",34.6,26,27,28,28,-31,31,34,34,62
"Hadley Chandler","Women's 13 Under Age Group 59kg",59,22,23,24,24,32,35,37,37,61
"Grant Worthington","Men's 13 Under Age Group 55kg",54.9,22,24,-26,24,28,31,34,34,58
"Harper Haeberle","Women's 13 Under Age Group 64kg",59.3,18,19,21,21,27,-29,29,29,50
"Sawyer  Healy","Men's 13 Under Age Group 49kg",47.9,17,18,19,19,20,22,-23,22,41
"William Taylor","Men's 13 Under Age Group 55kg",53.7,13,14,-15,14,16,17,18,18,32
"Richard Konyek IV","Men's 13 Under Age Group 32kg",29.2,10,11,12,12,12,13,14,14,26
"Carol Gregg","Women's Masters (55-59) 59kg",55.5,-39,-39,-39,0,50,53,55,55,0
"Ishban Aziz","Open Men's 102kg",99,105,110,115,115,135,140,-145,140,255
"Scott Jacobs","Men's Masters (45-49) 102kg",101.3,70,75,80,80,120,125,-128,125,205
"Alex  Alonso","Open Men's 67kg",64.5,75,80,85,85,93,98,103,103,188
"Michael Pangrazi","Open Men's 73kg",72.7,72,76,-80,76,93,97,100,100,176
"Kurtis Leopold","Men's 16-17 Age Group 67kg",67,57,61,65,65,75,80,86,86,151
"Biji  Blagoev","Men's 16-17 Age Group 67kg",63.8,61,63,65,65,75,80,83,83,148
"Annie Gough","Open Women's 64kg",60.1,63,65,67,67,74,77,80,80,147
"Dmitry Melnik","Men's Masters (50-54) 81kg",80.1,55,58,62,62,77,82,85,85,147
"Misha Melnik","Open Men's 73kg",71.6,56,-58,60,60,78,81,-85,81,141
"Maeva Rulis","Open Women's 64kg",60.2,52,55,58,58,68,-71,72,72,130
"Andrew Avila","Men's 14-15 Age Group 67kg",64,50,52,55,55,70,73,-75,73,128
"Eileen Brown","Open Women's 81kg",80.7,48,-50,50,50,60,63,-65,63,113
"Kristin Kerin","Open Women's +87kg",97.4,38,41,43,43,48,51,54,54,97
"Maria Martinez","Open Women's 64kg",63,36,-38,38,38,50,53,56,56,94
"Lauren  Resch","Open Women's 71kg",70.3,36,38,41,41,45,-48,49,49,90
"Jordan Turney","Open Women's 71kg",70.3,32,34,36,36,46,49,52,52,88
"Dahlia Matzner","Open Women's 64kg",60.7,30,33,35,35,38,41,-44,41,76
"Hannah Sirdofsky","Open Women's 49kg",47.7,28,31,-34,31,39,42,-44,42,73
"Jackson Benchener","Men's 13 Under Age Group 55kg",53,25,27,-29,27,33,35,37,37,64
"Roman Costa","Men's 13 Under Age Group 44kg",41.5,19,21,23,23,29,31,33,33,56
"Regina Velasco","Women's Masters (40-44) 64kg",61.3,50,-53,-53,50,68,71,75,75,125
"Mikaella Bowens","Women's 13 Under Age Group +64kg",75.3,40,42,-45,42,51,53,55,55,97
"Alexandria Anderson","Women's Masters (35-39) 64kg",61.5,35,36,38,38,50,55,-60,55,93
"Jane Aguilar","Women's 16-17 Age Group 59kg",57.8,30,32,34,34,41,43,45,45,79
"Luke Ardinez","Men's 13 Under Age Group 73kg",70.9,25,27,29,29,41,43,45,45,74
"Logan Ardinez","Men's 14-15 Age Group 67kg",63.5,25,27,30,30,37,-39,39,39,69
"Kimberly Chona","Junior Women's 87kg",82.8,20,23,25,25,30,32,35,35,60
"Evelyn Moore","Women's 13 Under Age Group 49kg",49,20,22,25,25,29,32,-34,32,57
"Keila Garcia","Junior Women's 49kg",47.5,20,23,25,25,29,-31,31,31,56
"Brianna Bowens","Women's 13 Under Age Group 55kg",53.5,20,23,-27,23,26,28,32,32,55
"Ada Guzman","Women's Masters (45-49) 81kg",77.8,21,23,-25,23,28,-30,30,30,53
"Isabel Alvarado-Duarte","Women's 16-17 Age Group 55kg",53.5,18,20,22,22,26,28,30,30,52
"Hayden Eades","Women's 13 Under Age Group 36kg",35.1,15,17,19,19,19,21,-23,21,40
"Raquel Bernabe","Women's 16-17 Age Group 71kg",65.2,11,15,-16,15,20,22,-25,22,37
"Zoe Anderson","Women's 13 Under Age Group 36kg",35.8,9,14,16,16,18,21,-22,21,37
"Carmen Dias","Women's Masters (60-64) +87kg",92.7,14,16,-18,16,16,18,20,20,36
"Liliana  Layman","Women's 13 Under Age Group 40kg",39.9,7,9,12,12,13,15,-18,15,27
"Jessica Anderson","Women's 13 Under Age Group 30kg",24.7,7,9,12,12,-11,11,-13,11,23
"Matthew Johnson","Junior Men's 102kg",101.1,-107,110,115,115,140,145,-150,145,260
"Bryce Antonelli","Men's 16-17 Age Group 73kg",71.7,90,93,96,96,118,122,126,126,222
"Jesus  Aldape","Open Men's 89kg",89,-93,-95,96,96,108,115,120,120,216
"Erin Nelson","Women's Masters (35-39) 81kg",80.3,74,78,82,82,95,99,103,103,185
"Dominick De Leone","Men's Masters (35-39) 81kg",80.7,74,-78,78,78,96,101,-106,101,179
"Allen Erickson","Open Men's 102kg",100.2,73,75,77,77,88,92,95,95,172
"Chloe Wlad","Open Women's 76kg",72.3,70,73,-76,73,92,96,-100,96,169
"Nicole Frank","Women's Masters (35-39) 71kg",69.5,-39,40,-43,40,47,50,53,53,93
"David Samperi","Open Men's 96kg",94.05,100,105,110,110,120,128,135,135,245
"matthew miller","Junior Men's 96kg",94.07,93,-96,96,96,114,117,121,121,217
"Mark Purcell","Men's Masters (40-44) 102kg",96.8,80,85,93,93,100,110,120,120,213
"Yash Sagar","Men's 16-17 Age Group 73kg",71.23,60,65,70,70,80,85,-90,85,155
"Milos Rajsic","Men's 16-17 Age Group 73kg",71.95,58,62,66,66,80,85,-90,85,151
"Madi  Muse","Junior Women's 55kg",53.05,59,62,64,64,79,83,-86,83,147
"Lauren Ealey","Junior Women's 81kg",80.68,57,60,-63,60,75,79,83,83,143
"nevaeh cooper","Junior Women's +87kg",111.13,52,57,-61,57,70,75,-80,75,132
"Ericka Hoffman","Junior Women's 49kg",47.69,-38,38,-40,38,55,-59,-62,55,93
"Jack Kowalski","Men's 14-15 Age Group 81kg",80.29,-37,37,-40,37,44,48,50,50,87
"Kara Purcell","Women's 13 Under Age Group 59kg",55.65,29,31,-33,31,48,50,52,52,83
"Evan Carrigan","Men's 14-15 Age Group 81kg",80,30,33,35,35,40,44,48,48,83
"Kileigh Cygan","Women's 16-17 Age Group 49kg",47.32,21,23,25,25,29,31,-33,31,56
"Andrew Smith","Open Men's 89kg",87.3,85,-90,93,93,122,127,-131,127,220
"LAWRENCE MINTZ","Open Men's 89kg",81.5,75,78,85,85,95,100,105,105,190
"Juliann Poserio","Open Men's 73kg",72.2,84,-87,-90,84,100,-105,-105,100,184
"Stephan Julien","Open Men's 96kg",90.4,75,-80,83,83,-98,98,-107,98,181
"Matthew Emer","Men's 16-17 Age Group 81kg",77.4,44,48,51,51,60,66,-70,66,117
"Kaleb Osorio","Men's 14-15 Age Group 81kg",79.6,35,-39,40,40,55,60,-65,60,100
"Gabrielle Oliveri","Women's 14-15 Age Group 55kg",54.16,35,39,42,42,50,-55,56,56,98
"Ariana Oliveri","Women's 16-17 Age Group 55kg",54.2,32,34,35,35,50,52,55,55,90
"Frank Mintz","Men's 14-15 Age Group 81kg",80.3,31,33,35,35,50,53,55,55,90
"Angelina Mintz","Junior Women's 49kg",45.6,31,33,35,35,38,41,43,43,78
"Helenea Pizza","Women's 16-17 Age Group 64kg",63.6,26,28,30,30,38,42,46,46,76
"Czarina Poserio","Women's 16-17 Age Group 55kg",52.01,28,30,-31,30,38,40,-42,40,70
"Jennifer Chacon Herrador","Open Women's 55kg",54.82,15,16,17,17,32,36,-38,36,53
"Daniel Tymus","Junior Men's 102kg",101.8,84,-87,-87,84,-117,-117,0,0,0
"Tayon Vereen","Open Men's +109kg",141.72,155,162,-168,162,205,211,-215,211,373
"Chrisanto D'Agostino","Open Men's 96kg",95.85,145,151,-155,151,183,190,-195,190,341
"James Tice","Open Men's 109kg",108.37,135,142,150,150,165,175,-185,175,325
"Caleb Weakland","Open Men's 102kg",101.21,141,146,-151,146,178,-183,-186,178,324
"Blaine Brooks","Open Men's 89kg",88.24,-133,-133,133,133,170,178,185,185,318
"William Heller","Open Men's 102kg",97.83,139,-143,143,143,165,170,-175,170,313
"Kyle Martin Jr.","Open Men's 89kg",88.74,127,132,137,137,162,167,170,170,307
"Ryan Helton","Open Men's 102kg",99.23,130,135,-140,135,170,-175,-175,170,305
"Conner Popielarz","Open Men's 81kg",80.56,126,131,-135,131,166,-171,171,171,302
"Noah Bradley","Open Men's 96kg",94.96,128,-133,135,135,166,-170,-171,166,301
"Lucas Brinson","Open Men's 96kg",93.36,127,-133,134,134,160,-165,-166,160,294
"Eric Zunker","Open Men's 81kg",80.82,124,-129,131,131,-153,153,162,162,293
"Nathan Prokop","Open Men's 96kg",93.37,122,126,130,130,162,-167,-168,162,292
"Wyatt Coffey","Open Men's 96kg",91.48,132,-136,-138,132,159,-166,-168,159,291
"Trevor Owens","Open Men's 81kg",80.53,121,125,130,130,-157,158,-166,158,288
"Malakai Fifita","Open Men's +109kg",143,125,130,135,135,145,152,-160,152,287
"William Prokop","Open Men's 89kg",88.4,119,122,125,125,154,-158,159,159,284
"Mitchel Myers","Open Men's 89kg",84.91,120,125,130,130,145,153,-160,153,283
"Victor Delgado","Open Men's +109kg",112.6,120,-124,125,125,150,155,158,158,283
"John Teggatz","Open Men's +109kg",112.87,118,122,126,126,145,150,156,156,282
"Grant Reed","Open Men's 109kg",102.5,122,-126,-126,122,-155,155,158,158,280
"Chase Ohm","Open Men's 109kg",107.76,121,-124,125,125,151,154,-158,154,279
"Jeffy Li","Open Men's 81kg",80.91,114,118,122,122,147,-153,156,156,278
"Brayden Edman","Open Men's 89kg",81.51,120,-123,-123,120,150,154,157,157,277
"Darin Robertson","Open Men's 96kg",92.84,125,-130,-131,125,150,-155,-156,150,275
"Fernando Miranda-Fred","Open Men's 109kg",103.03,116,120,123,123,145,-150,152,152,275
"Jasper Luckritz","Open Men's 89kg",87.14,118,-122,123,123,-145,148,151,151,274
"William Sullivan","Open Men's 89kg",88.8,-115,115,119,119,144,149,153,153,272
"George Hanna","Open Men's 81kg",80.24,-115,117,123,123,147,-153,-155,147,270
"Calvin Lackey","Open Men's 81kg",80.73,111,116,121,121,140,149,-155,149,270
"Cody Monsevais","Open Men's 89kg",88.39,115,-120,-120,115,141,148,154,154,269
"Maurice McClain Jr","Open Men's 109kg",105.77,108,112,-117,112,150,156,-161,156,268
"Aidan Luther","Open Men's 96kg",94.71,115,-120,121,121,140,-145,145,145,266
"Sam Angell","Open Men's 102kg",100.7,121,-125,-127,121,145,-150,-153,145,266
"Michael Davidge","Open Men's 89kg",86.6,117,-122,-122,117,138,143,148,148,265
"Noah Jacoby","Open Men's 109kg",106.44,106,112,120,120,135,-143,143,143,263
"Benjamin Muhr","Open Men's +109kg",118.15,115,-120,-121,115,140,148,-155,148,263
"Michael Nishimoto","Open Men's 96kg",93.69,106,111,116,116,135,140,146,146,262
"Yuval  Jacobson","Open Men's +109kg",113.9,112,-120,-120,112,142,149,-160,149,261
"Skylar  Khamphou","Open Men's 89kg",86.76,115,120,-125,120,-135,135,141,141,261
"Ardonit Mehmeti","Open Men's 89kg",84.78,105,110,113,113,140,147,-155,147,260
"Aidan Perez","Open Men's 102kg",100.78,110,115,-120,115,140,145,-150,145,260
"Lukas Zielke","Open Men's 73kg",69.59,104,109,-115,109,145,-150,150,150,259
"Caleb Tiron","Open Men's 102kg",101.35,102,-107,110,110,136,142,148,148,258
"Alexis Ayala","Open Men's +109kg",114.65,104,107,112,112,138,-144,146,146,258
"Tyler Davis","Open Men's 102kg",101.11,107,111,115,115,133,137,141,141,256
"Jackson Thomas","Open Men's 96kg",94.85,-110,-112,112,112,136,143,-155,143,255
"Jonah Heiser","Open Men's 96kg",89.12,-110,110,-115,110,137,-141,145,145,255
"Reef Gingell","Open Men's 109kg",107.7,-114,-115,115,115,140,-145,-145,140,255
"Eugene Yi","Open Men's 109kg",102.52,109,113,-116,113,136,142,-150,142,255
"Blain McFarland","Open Men's 81kg",79.84,102,105,109,109,133,139,145,145,254
"Joseph Richmond","Open Men's 89kg",87.73,110,115,-120,115,-138,-138,139,139,254
"Michael Heins","Open Men's 81kg",78.33,107,111,-115,111,142,-146,-147,142,253
"Huntley Moore","Open Men's 81kg",79.79,104,-110,111,111,133,138,142,142,253
"Cameron Lunsford","Open Men's 109kg",104.93,105,112,-120,112,130,140,-151,140,252
"Trey Hanson","Open Men's 89kg",87.08,107,112,116,116,-135,135,-140,135,251
"Pierce Spencer","Open Men's 89kg",87.33,108,-114,-115,108,138,143,-151,143,251
"Andrew Ausse","Open Men's 81kg",80.21,103,-108,-108,103,140,146,-152,146,249
"Brock Mergen","Open Men's 89kg",84.72,100,103,108,108,130,135,140,140,248
"Carson McAbee","Open Men's 96kg",94.42,95,100,105,105,135,-140,143,143,248
"Connor Lacey","Open Men's 96kg",95.53,108,114,-118,114,-130,133,-137,133,247
"Peter Hoang","Open Men's +109kg",116.9,-107,107,-111,107,-132,132,140,140,247
"Adam Withinton","Open Men's 81kg",80.3,100,-105,-105,100,135,140,145,145,245
"Evan Fukuhara","Open Men's 67kg",66.38,107,-112,-112,107,-136,-136,136,136,243
"Bryce Eberhardt","Open Men's 89kg",82.73,102,107,-111,107,-132,136,-139,136,243
"Joshua Johnson","Open Men's 89kg",87.42,-105,105,-109,105,133,-137,137,137,242
"Cade Helton","Open Men's 96kg",90.94,95,102,-107,102,135,139,-145,139,241
"Reece Richmond","Open Men's 102kg",101.41,105,-110,111,111,130,-135,-137,130,241
"TreMatt Pledger","Open Men's 81kg",80.45,99,-103,103,103,127,131,137,137,240
"Shawn Rhodes","Open Men's 89kg",86,100,105,110,110,125,130,-136,130,240
"Ayden Mccollough","Open Men's 102kg",100.92,-105,-105,105,105,135,-142,-145,135,240
"Christopher Fusselman","Open Men's 109kg",102.6,106,110,-114,110,121,126,130,130,240
"Matthew Morales","Open Men's +109kg",133.87,101,105,110,110,130,-135,-137,130,240
"Ethan Schofield","Open Men's 109kg",107.38,100,-106,-110,100,138,-144,-145,138,238
"Nick Radovcich","Open Men's 96kg",92.79,105,-108,108,108,125,129,-134,129,237
"Aiden Miller","Open Men's 81kg",79.52,-105,-105,106,106,130,-138,-140,130,236
"Connor Callaway","Open Men's 81kg",75.7,102,105,-108,105,126,131,-135,131,236
"Jared Ambrosio","Open Men's 81kg",80.85,-103,103,-107,103,133,-136,-137,133,236
"Owen Murphy","Open Men's 81kg",80.4,100,-106,-106,100,130,-134,136,136,236
"Austin Wahle","Open Men's 96kg",90.17,108,111,0,111,125,-128,0,125,236
"Gary Evans Jr","Open Men's 89kg",87.4,-108,108,-112,108,127,-133,-133,127,235
"Tynan  LaCrue","Open Men's 89kg",87.39,100,105,-110,105,122,127,130,130,235
"Marcus Boone","Open Men's 96kg",94.51,100,104,107,107,-125,-127,128,128,235
"Isaiah Noeldner","Open Men's 102kg",100.88,98,102,-107,102,125,-130,132,132,234
"Solomon M Abrego","Open Men's 96kg",92.66,100,103,106,106,119,123,128,128,234
"Mateo Montelongo","Open Men's 81kg",79.82,100,105,-110,105,128,-132,-133,128,233
"Jacob Brouse","Open Men's +109kg",115.73,-95,96,101,101,127,132,-137,132,233
"Justin Liu","Open Men's 89kg",89,96,-100,101,101,126,131,-135,131,232
"Ryan Padron","Open Men's 73kg",72.08,92,94,-95,94,-133,133,136,136,230
"Kamal Rustom","Open Men's 81kg",80.56,83,88,94,94,128,132,136,136,230
"Julian Maldonado","Open Men's 81kg",78.75,95,100,-110,100,125,130,-135,130,230
"Jack Nydick","Open Men's 89kg",87,101,105,-108,105,119,125,-131,125,230
"Britton Thompson","Open Men's 109kg",107.76,90,95,98,98,122,127,132,132,230
"James Woodley","Open Men's 73kg",69.15,98,-101,101,101,128,-132,-132,128,229
"Clark Lawson","Open Men's 73kg",72.98,93,95,-97,95,128,130,134,134,229
"adaris medina","Open Men's 81kg",80.1,90,95,-101,95,125,130,134,134,229
"Dwayne Deang","Open Men's 81kg",78.54,94,97,100,100,126,129,-132,129,229
"Ontarriyus Reid","Open Men's 67kg",66.68,101,-106,106,106,-121,-121,122,122,228
"George Faris","Open Men's 81kg",79.33,92,94,98,98,118,124,129,129,227
"Cole Resurreccion","Open Men's 81kg",79.31,95,98,101,101,116,121,126,126,227
"Bryan Amaral","Open Men's 96kg",90.89,95,99,-104,99,123,128,-132,128,227
"Luis Leyva","Open Men's 96kg",89.85,92,95,98,98,124,128,-132,128,226
"Patrick Plaugher","Open Men's 102kg",99.49,95,-100,100,100,125,-130,-134,125,225
"Brayden Gerhardt","Open Men's 81kg",80.48,96,100,-105,100,120,124,-128,124,224
"Thomas Osborne Bird","Open Men's 81kg",80.63,96,-99,-101,96,128,-131,-133,128,224
"Baron Schafer","Open Men's 89kg",87.2,95,98,101,101,119,123,-128,123,224
"Joseph Hoffman","Open Men's 89kg",87.4,-93,94,-100,94,125,130,-136,130,224
"Amanda Robles","Open Women's 87kg",86.36,94,98,102,102,114,118,122,122,224
"Jakobe Morgan","Open Men's 67kg",65.91,98,-102,-103,98,120,125,-131,125,223
"Dustin Kooyers","Open Men's 89kg",83.5,-99,100,103,103,120,-125,-125,120,223
"Spencer Hiatt","Open Men's 89kg",83.64,97,103,-107,103,120,-127,-130,120,223
"Alphonse Ortega","Open Men's 89kg",84.7,95,-98,98,98,119,122,125,125,223
"Chris Blackwell","Open Men's 89kg",86.8,91,96,101,101,113,118,121,121,222
"Joel Huerta","Open Men's 81kg",75.65,92,97,-101,97,120,125,-129,125,222
"Tynan O'Connor","Open Men's 81kg",78.46,96,-102,-103,96,120,-125,125,125,221
"David White","Open Men's 96kg",95.87,95,100,-104,100,-117,117,121,121,221
"Thompson Ngo","Open Men's 67kg",65.89,99,102,105,105,-108,110,115,115,220
"Isaiah Valverde","Open Men's 81kg",80.86,89,91,95,95,125,-130,-131,125,220
"Rodney Register","Open Men's 81kg",79.88,93,95,-98,95,125,-128,-128,125,220
"Caleb Sampson","Open Men's 81kg",79.22,90,95,-100,95,123,-127,-128,123,218
"Brandon Castano","Open Men's +109kg",127.6,88,94,100,100,111,118,-130,118,218
"Xin Tan","Open Men's 89kg",88.25,92,-96,98,98,112,118,-123,118,216
"Emmanuel Kesler","Open Men's 96kg",91.69,90,93,95,95,110,115,120,120,215
"David Amerson","Open Men's 73kg",72.89,-94,94,-98,94,114,120,-123,120,214
"Nolan Graupmann","Open Men's 102kg",100.53,85,90,-95,90,117,123,-130,123,213
"Connor Chan","Open Men's 73kg",72.63,-94,94,96,96,112,-116,116,116,212
"Jack Parisien","Open Men's 73kg",71.23,-94,-94,94,94,118,-122,-122,118,212
"Matthew Ma","Open Men's 89kg",88.1,-94,-95,95,95,113,117,-122,117,212
"Gabriel Aaron Pineda","Open Men's 102kg",100.45,-87,87,93,93,-106,106,119,119,212
"Jason Cullum","Open Men's 109kg",104.25,88,92,96,96,106,111,116,116,212
"Luke Wiest","Open Men's 81kg",80.53,90,-94,96,96,115,-120,-120,115,211
"Alex Lambert","Open Men's 81kg",77.8,88,92,95,95,109,112,116,116,211
"Perry  Lindeman","Open Men's 89kg",88,88,93,-97,93,115,118,-122,118,211
"Michael Steger","Open Men's 96kg",94.43,-92,-93,93,93,112,-116,118,118,211
"Christopher Beattie","Open Men's 81kg",80.67,91,95,-100,95,115,-120,-125,115,210
"Thomas Cahaly","Open Men's 96kg",93.27,80,85,-92,85,115,120,125,125,210
"Andrea Barrows","Open Women's 76kg",72.78,85,88,91,91,112,116,118,118,209
"Danny Pham","Open Men's 81kg",79.36,92,-96,96,96,-111,-112,112,112,208
"Gabriel Ruiz","Open Men's 89kg",83.39,93,-97,-97,93,115,-120,-122,115,208
"Shay Carlock","Open Women's 76kg",75.46,87,90,92,92,112,115,-118,115,207
"Matthew McAllister","Open Men's 73kg",72.15,83,87,92,92,-115,115,-121,115,207
"Nahshon Paul","Open Men's 61kg",60.45,86,89,-92,89,112,116,118,118,207
"Kurt Reyden Osuyos","Open Men's 102kg",100.63,86,89,-92,89,110,115,118,118,207
"Samuel Sissman","Open Men's +109kg",115.4,88,91,-94,91,116,-121,-121,116,207
"Noel Walters","Open Men's 61kg",61,81,86,90,90,105,110,116,116,206
"Daehan Kim","Open Men's 73kg",72.01,92,-96,96,96,-110,-110,110,110,206
"Ethan Caudle","Open Men's 81kg",76.28,80,86,-92,86,115,-120,120,120,206
"Jaiden Garcia","Open Men's 81kg",74.02,89,93,96,96,110,-115,-115,110,206
"Leon Wang","Open Men's 89kg",88.35,-87,88,-92,88,108,113,118,118,206
"Harley Creech","Open Women's 81kg",80.75,86,90,93,93,112,-117,-117,112,205
"Matthew Potter","Open Men's 73kg",72.2,87,91,95,95,105,110,-115,110,205
"John Jaeger","Open Men's 67kg",64.45,83,90,-95,90,110,115,-120,115,205
"Andy Lam","Open Men's 61kg",61,95,-100,-101,95,105,110,-114,110,205
"Jude Koehle","Open Men's 96kg",90.8,90,94,-98,94,111,-115,-116,111,205
"Emma Rogers","Open Women's 87kg",85.95,82,86,90,90,108,112,114,114,204
"Lucas Tacadina","Open Men's 89kg",88,87,-91,-93,87,112,-116,117,117,204
"Luke Stevens","Open Men's 89kg",83.9,87,90,-94,90,112,-117,-117,112,202
"Conner Cary","Open Men's 89kg",84.35,87,90,-95,90,105,112,-120,112,202
"Addie Anderson","Open Women's 71kg",69.15,81,85,90,90,105,-110,111,111,201
"James Goff","Open Men's 81kg",75.36,-77,77,81,81,115,120,-125,120,201
"Tyler Villarreal","Open Men's 102kg",96.95,88,-91,-92,88,109,-113,113,113,201
"Adrian  Hernandez","Open Men's 109kg",107.64,81,-86,86,86,-115,115,-122,115,201
"Jenna McClain","Open Women's +87kg",90.06,74,78,83,83,105,112,117,117,200
"Jonathan Jones","Open Men's 73kg",70.75,85,-88,-90,85,115,-121,-123,115,200
"Madison Atwood","Open Women's +87kg",99.19,82,84,87,87,100,106,112,112,199
"Yiwen Wu","Open Men's 73kg",70.37,84,88,-92,88,106,111,-115,111,199
"Anthony Kravchenko","Open Men's +109kg",119.3,-82,82,-92,82,-115,-117,117,117,199
"Benjamin Litterio","Open Men's 81kg",78.95,-84,84,88,88,100,105,110,110,198
"Saisparsh Kustagishettar","Open Men's 81kg",80.01,83,88,-91,88,110,-115,-115,110,198
"haley trinh","Open Women's 71kg",66.45,-82,83,86,86,107,-111,111,111,197
"Michael Habib","Open Men's 73kg",68.05,84,-87,-87,84,105,109,113,113,197
"Ava Biesterfeld","Open Women's 71kg",70.42,87,90,-93,90,106,-111,-112,106,196
"Kevin Li","Open Men's 81kg",81,75,80,-87,80,100,107,115,115,195
"Grayson Fogel","Open Men's 81kg",75.01,-90,90,-94,90,105,-110,-111,105,195
"AJ McMahon","Open Men's 96kg",94.94,82,-87,87,87,-103,103,108,108,195
"Ethan van Heerden","Open Men's 96kg",95.02,-75,75,80,80,-110,110,115,115,195
"Sophia DiGregorio","Open Women's 71kg",69.17,86,89,-92,89,103,105,-108,105,194
"michael nguyen","Open Men's 73kg",72.4,80,-84,85,85,-108,-109,109,109,194
"Razmig Shahvekilian","Open Men's 73kg",71.44,84,-88,-88,84,110,-115,-115,110,194
"Bosco Martin Burrows","Open Men's 61kg",59.53,81,85,89,89,95,101,105,105,194
"Anisa Zwolinski","Open Women's 71kg",68.47,78,-82,82,82,105,110,-115,110,192
"Allison Nally","Open Women's 87kg",85.64,74,78,82,82,102,106,110,110,192
"Chase Zilcosky","Open Men's 61kg",60.94,80,-85,-85,80,-108,108,112,112,192
"Ethan Tyndall","Open Men's 81kg",75.02,-82,82,87,87,100,105,-110,105,192
"Leila Cook","Open Women's 55kg",55,81,-83,83,83,106,-108,108,108,191
"Sarah Kajdasz","Open Women's 81kg",79.26,80,85,-88,85,100,-105,106,106,191
"Matthew Castellano","Open Men's 73kg",72.2,85,-88,-90,85,-104,106,-110,106,191
"Trevor Tanaka","Open Men's 55kg",53.83,72,79,89,89,95,102,-111,102,191
"Simon Thompson","Open Men's 96kg",93.38,80,85,-90,85,95,100,106,106,191
"Anna Rucker","Open Women's 64kg",61.59,78,80,82,82,104,-108,108,108,190
"Grace Bustamante","Open Women's 87kg",86.35,80,-83,83,83,100,-104,107,107,190
"Benjamin Nepomuceno","Open Men's 81kg",80.17,82,-86,-87,82,102,108,-113,108,190
"Laura Cochran","Open Women's 64kg",63.4,80,83,87,87,98,102,-106,102,189
"Samuel Leonard","Open Men's 61kg",60.2,75,80,85,85,95,100,104,104,189
"Campbell Coligan","Open Men's 73kg",72.75,82,-85,85,85,103,-106,-106,103,188
"Elias Gerstein","Open Men's 67kg",66.02,-80,83,-90,83,100,105,-110,105,188
"Jeremy Marks","Open Men's 67kg",65.21,80,83,-86,83,100,-104,105,105,188
"Edmundo Chapa","Open Men's 102kg",96.35,85,88,-92,88,-100,-100,100,100,188
"Dillon Nguyen","Open Men's 73kg",71.95,75,-80,82,82,105,-110,-111,105,187
"Vanay Lyttle","Open Women's +87kg",102.53,78,-82,-84,78,102,108,-114,108,186
"Sebastian Rose","Open Men's 61kg",58.84,75,78,81,81,95,100,105,105,186
